year,continent,country,party_tag,membership_1000,population_mln,survived,marxist
1954,Asia,Uzbekistan,UZCP,NA,7.066,1,1
1955,Asia,Uzbekistan,UZCP,150,7.277,1,1
1956,Asia,Uzbekistan,UZCP,157,7.5,1,1
1957,Asia,Uzbekistan,UZCP,167,7.736,1,1
1958,Asia,Uzbekistan,UZCP,177,7.987,1,1
1959,Asia,Uzbekistan,UZCP,187,8.251,1,1
1960,Asia,Uzbekistan,UZCP,205,8.526,1,1
1961,Asia,Uzbekistan,UZCP,224,8.814,1,1
1962,Asia,Uzbekistan,UZCP,200,9.114,1,1
1963,Asia,Uzbekistan,UZCP,175,9.429,1,1
1964,Asia,Uzbekistan,UZCP,244,9.763,1,1
1965,Asia,Uzbekistan,UZCP,314,10.116,1,1
1966,Asia,Uzbekistan,UZCP,334,10.493,1,1
1967,Asia,Uzbekistan,UZCP,354,10.889,1,1
1968,Asia,Uzbekistan,UZCP,372,11.295,1,1
1969,Asia,Uzbekistan,UZCP,391,11.695,1,1
1970,Asia,Uzbekistan,UZCP,409,12.08,1,1
1971,Asia,Uzbekistan,UZCP,428,12.446,1,1
1972,Asia,Uzbekistan,UZCP,440,12.797,1,1
1973,Asia,Uzbekistan,UZCP,453,13.141,1,1
1974,Asia,Uzbekistan,UZCP,465,13.491,1,1
1975,Asia,Uzbekistan,UZCP,478,13.857,1,1
1976,Asia,Uzbekistan,UZCP,490,14.243,1,1
1977,Asia,Uzbekistan,UZCP,503,14.644,1,1
1978,Asia,Uzbekistan,UZCP,510,15.057,1,1
1979,Asia,Uzbekistan,UZCP,517,15.477,1,1
1980,Asia,Uzbekistan,UZCP,530,15.899,1,1
1981,Asia,Uzbekistan,UZCP,550,16.322,1,1
1982,Asia,Uzbekistan,UZCP,563,16.747,1,1
1983,Asia,Uzbekistan,UZCP,583,17.178,1,1
1984,Asia,Uzbekistan,UZCP,600,17.615,1,1
1985,Asia,Uzbekistan,UZCP,613,18.061,1,1
1986,Asia,Uzbekistan,UZCP,643,18.516,1,1
1987,Asia,Uzbekistan,UZCP,661,18.976,1,1
1988,Asia,Uzbekistan,UZCP,668,19.444,1,1
1989,Asia,Uzbekistan,UZCP,689,19.918,1,1
1945,Asia,Kazakstan,QKP,NA,5.7173,0,1
1946,Asia,Kazakstan,QKP,NA,5.9066,0,1
1947,Asia,Kazakstan,QKP,203,6.0959,0,1
1948,Asia,Kazakstan,QKP,NA,6.2852,0,1
1949,Asia,Kazakstan,QKP,NA,6.4745,0,1
1950,Asia,Kazakstan,QKP,NA,6.703,0,1
1951,Asia,Kazakstan,QKP,NA,6.812,0,1
1952,Asia,Kazakstan,QKP,NA,7.007,0,1
1953,Asia,Kazakstan,QKP,232,7.269,0,1
1954,Asia,Kazakstan,QKP,241,7.582,0,1
1955,Asia,Kazakstan,QKP,250,7.932,0,1
1956,Asia,Kazakstan,QKP,260,8.309,0,1
1957,Asia,Kazakstan,QKP,269,8.702,0,1
1958,Asia,Kazakstan,QKP,285,9.107,0,1
1959,Asia,Kazakstan,QKP,302,9.519,0,1
1960,Asia,Kazakstan,QKP,318,9.935,0,1
1961,Asia,Kazakstan,QKP,345,10.349,0,1
1962,Asia,Kazakstan,QKP,371,10.757,0,1
1963,Asia,Kazakstan,QKP,397,11.148,0,1
1964,Asia,Kazakstan,QKP,424,11.512,0,1
1965,Asia,Kazakstan,QKP,450,11.842,0,1
1966,Asia,Kazakstan,QKP,474,12.133,0,1
1967,Asia,Kazakstan,QKP,498,12.386,0,1
1968,Asia,Kazakstan,QKP,517,12.611,0,1
1969,Asia,Kazakstan,QKP,536,12.825,0,1
1970,Asia,Kazakstan,QKP,556,13.036,0,1
1971,Asia,Kazakstan,QKP,575,13.25,0,1
1972,Asia,Kazakstan,QKP,591,13.464,0,1
1973,Asia,Kazakstan,QKP,608,13.673,0,1
1974,Asia,Kazakstan,QKP,624,13.87,0,1
1975,Asia,Kazakstan,QKP,640,14.05,0,1
1976,Asia,Kazakstan,QKP,657,14.212,0,1
1977,Asia,Kazakstan,QKP,673,14.36,0,1
1978,Asia,Kazakstan,QKP,669,14.5,0,1
1979,Asia,Kazakstan,QKP,666,14.643,0,1
1980,Asia,Kazakstan,QKP,NA,14.796,0,1
1981,Asia,Kazakstan,QKP,NA,14.959,0,1
1982,Asia,Kazakstan,QKP,716,15.128,0,1
1983,Asia,Kazakstan,QKP,731,15.303,0,1
1984,Asia,Kazakstan,QKP,745,15.483,0,1
1985,Asia,Kazakstan,QKP,758,15.666,0,1
1986,Asia,Kazakstan,QKP,796,15.852,0,1
1987,Asia,Kazakstan,QKP,807,16.039,0,1
1988,Asia,Kazakstan,QKP,815,16.206,0,1
1989,Asia,Kazakstan,QKP,818,16.327,0,1
1945,Europe,Belorussia,BLRCP,30,7.70266666666667,1,1
1946,Europe,Belorussia,BLRCP,57,7.70346666666667,1,1
1947,Europe,Belorussia,BLRCP,85,7.70426666666667,1,1
1948,Europe,Belorussia,BLRCP,104,7.70506666666667,1,1
1949,Europe,Belorussia,BLRCP,110,7.70586666666667,1,1
1950,Europe,Belorussia,BLRCP,NA,7.745,1,1
1951,Europe,Belorussia,BLRCP,NA,7.699,1,1
1952,Europe,Belorussia,BLRCP,NA,7.677,1,1
1953,Europe,Belorussia,BLRCP,NA,7.68,1,1
1954,Europe,Belorussia,BLRCP,NA,7.704,1,1
1955,Europe,Belorussia,BLRCP,NA,7.747,1,1
1956,Europe,Belorussia,BLRCP,NA,7.807,1,1
1957,Europe,Belorussia,BLRCP,160,7.879,1,1
1958,Europe,Belorussia,BLRCP,176,7.959,1,1
1959,Europe,Belorussia,BLRCP,192,8.042,1,1
1960,Europe,Belorussia,BLRCP,209,8.125,1,1
1961,Europe,Belorussia,BLRCP,225,8.204,1,1
1962,Europe,Belorussia,BLRCP,250,8.28,1,1
1963,Europe,Belorussia,BLRCP,271,8.353,1,1
1964,Europe,Belorussia,BLRCP,293,8.428,1,1
1965,Europe,Belorussia,BLRCP,314,8.506,1,1
1966,Europe,Belorussia,BLRCP,337,8.587,1,1
1967,Europe,Belorussia,BLRCP,360,8.671,1,1
1968,Europe,Belorussia,BLRCP,378,8.754,1,1
1969,Europe,Belorussia,BLRCP,397,8.836,1,1
1970,Europe,Belorussia,BLRCP,415,8.913,1,1
1971,Europe,Belorussia,BLRCP,434,8.987,1,1
1972,Europe,Belorussia,BLRCP,449,9.057,1,1
1973,Europe,Belorussia,BLRCP,464,9.123,1,1
1974,Europe,Belorussia,BLRCP,479,9.188,1,1
1975,Europe,Belorussia,BLRCP,494,9.252,1,1
1976,Europe,Belorussia,BLRCP,509,9.316,1,1
1977,Europe,Belorussia,BLRCP,524,9.379,1,1
1978,Europe,Belorussia,BLRCP,557,9.441,1,1
1979,Europe,Belorussia,BLRCP,590,9.505,1,1
1980,Europe,Belorussia,BLRCP,624,9.57,1,1
1981,Europe,Belorussia,BLRCP,657,9.636,1,1
1982,Europe,Belorussia,BLRCP,690,9.703,1,1
1983,Europe,Belorussia,BLRCP,NA,9.77,1,1
1984,Europe,Belorussia,BLRCP,NA,9.837,1,1
1985,Europe,Belorussia,BLRCP,NA,9.901,1,1
1986,Europe,Belorussia,BLRCP,NA,9.965,1,1
1987,Europe,Belorussia,BLRCP,NA,10.026,1,1
1988,Europe,Belorussia,BLRCP,NA,10.081,1,1
1989,Europe,Belorussia,BLRCP,NA,10.124,1,1
1945,Europe,Moldova,MLDVCP,NA,2.0856,1,1
1946,Europe,Moldova,MLDVCP,NA,2.1357,1,1
1947,Europe,Moldova,MLDVCP,17,2.1858,1,1
1948,Europe,Moldova,MLDVCP,NA,2.2359,1,1
1949,Europe,Moldova,MLDVCP,NA,2.286,1,1
1950,Europe,Moldova,MLDVCP,NA,2.341,1,1
1951,Europe,Moldova,MLDVCP,NA,2.381,1,1
1952,Europe,Moldova,MLDVCP,NA,2.432,1,1
1953,Europe,Moldova,MLDVCP,36,2.491,1,1
1954,Europe,Moldova,MLDVCP,38,2.556,1,1
1955,Europe,Moldova,MLDVCP,39,2.627,1,1
1956,Europe,Moldova,MLDVCP,41,2.701,1,1
1957,Europe,Moldova,MLDVCP,43,2.777,1,1
1958,Europe,Moldova,MLDVCP,47,2.854,1,1
1959,Europe,Moldova,MLDVCP,51,2.93,1,1
1960,Europe,Moldova,MLDVCP,55,3.004,1,1
1961,Europe,Moldova,MLDVCP,59,3.077,1,1
1962,Europe,Moldova,MLDVCP,68,3.147,1,1
1963,Europe,Moldova,MLDVCP,76,3.213,1,1
1964,Europe,Moldova,MLDVCP,81,3.276,1,1
1965,Europe,Moldova,MLDVCP,85,3.337,1,1
1966,Europe,Moldova,MLDVCP,92,3.393,1,1
1967,Europe,Moldova,MLDVCP,99,3.446,1,1
1968,Europe,Moldova,MLDVCP,103,3.496,1,1
1969,Europe,Moldova,MLDVCP,107,3.546,1,1
1970,Europe,Moldova,MLDVCP,111,3.595,1,1
1971,Europe,Moldova,MLDVCP,115,3.647,1,1
1972,Europe,Moldova,MLDVCP,119,3.698,1,1
1973,Europe,Moldova,MLDVCP,124,3.749,1,1
1974,Europe,Moldova,MLDVCP,128,3.797,1,1
1975,Europe,Moldova,MLDVCP,133,3.84,1,1
1976,Europe,Moldova,MLDVCP,137,3.878,1,1
1977,Europe,Moldova,MLDVCP,142,3.912,1,1
1978,Europe,Moldova,MLDVCP,135,3.943,1,1
1979,Europe,Moldova,MLDVCP,129,3.976,1,1
1980,Europe,Moldova,MLDVCP,122,4.011,1,1
1981,Europe,Moldova,MLDVCP,116,4.05,1,1
1982,Europe,Moldova,MLDVCP,109,4.091,1,1
1983,Europe,Moldova,MLDVCP,NA,4.134,1,1
1984,Europe,Moldova,MLDVCP,NA,4.176,1,1
1985,Europe,Moldova,MLDVCP,NA,4.216,1,1
1986,Europe,Moldova,MLDVCP,NA,4.254,1,1
1987,Europe,Moldova,MLDVCP,NA,4.29,1,1
1988,Europe,Moldova,MLDVCP,NA,4.322,1,1
1989,Europe,Moldova,MLDVCP,NA,4.348,1,1
1945,Europe,Turkmenstan,KPT,NA,1.0768,1,1
1946,Europe,Turkmenstan,KPT,NA,1.1031,1,1
1947,Europe,Turkmenstan,KPT,31,1.1294,1,1
1948,Europe,Turkmenstan,KPT,NA,1.1557,1,1
1949,Europe,Turkmenstan,KPT,NA,1.182,1,1
1950,Europe,Turkmenstan,KPT,NA,1.211,1,1
1951,Europe,Turkmenstan,KPT,NA,1.232,1,1
1952,Europe,Turkmenstan,KPT,NA,1.258,1,1
1953,Europe,Turkmenstan,KPT,NA,1.29,1,1
1954,Europe,Turkmenstan,KPT,NA,1.325,1,1
1955,Europe,Turkmenstan,KPT,NA,1.365,1,1
1956,Europe,Turkmenstan,KPT,37,1.407,1,1
1957,Europe,Turkmenstan,KPT,39,1.452,1,1
1958,Europe,Turkmenstan,KPT,41,1.5,1,1
1959,Europe,Turkmenstan,KPT,43,1.55,1,1
1960,Europe,Turkmenstan,KPT,46,1.603,1,1
1961,Europe,Turkmenstan,KPT,48,1.658,1,1
1962,Europe,Turkmenstan,KPT,50,1.715,1,1
1963,Europe,Turkmenstan,KPT,52,1.774,1,1
1964,Europe,Turkmenstan,KPT,55,1.833,1,1
1965,Europe,Turkmenstan,KPT,57,1.893,1,1
1966,Europe,Turkmenstan,KPT,60,1.952,1,1
1967,Europe,Turkmenstan,KPT,63,2.012,1,1
1968,Europe,Turkmenstan,KPT,65,2.072,1,1
1969,Europe,Turkmenstan,KPT,66,2.133,1,1
1970,Europe,Turkmenstan,KPT,68,2.195,1,1
1971,Europe,Turkmenstan,KPT,70,2.259,1,1
1972,Europe,Turkmenstan,KPT,72,2.324,1,1
1973,Europe,Turkmenstan,KPT,73,2.39,1,1
1974,Europe,Turkmenstan,KPT,75,2.457,1,1
1975,Europe,Turkmenstan,KPT,77,2.525,1,1
1976,Europe,Turkmenstan,KPT,78,2.594,1,1
1977,Europe,Turkmenstan,KPT,80,2.664,1,1
1978,Europe,Turkmenstan,KPT,83,2.735,1,1
1979,Europe,Turkmenstan,KPT,86,2.806,1,1
1980,Europe,Turkmenstan,KPT,90,2.877,1,1
1981,Europe,Turkmenstan,KPT,93,2.948,1,1
1982,Europe,Turkmenstan,KPT,96,3.019,1,1
1983,Europe,Turkmenstan,KPT,99,3.091,1,1
1984,Europe,Turkmenstan,KPT,NA,3.166,1,1
1985,Europe,Turkmenstan,KPT,106,3.244,1,1
1986,Europe,Turkmenstan,KPT,111,3.324,1,1
1987,Europe,Turkmenstan,KPT,117,3.407,1,1
1988,Europe,Turkmenstan,KPT,118,3.494,1,1
1989,Europe,Turkmenstan,KPT,122,3.586,1,1
1945,Asia,Armenia,ARMCP,NA,1.1497,0,1
1946,Asia,Armenia,ARMCP,NA,1.189,0,1
1947,Asia,Armenia,ARMCP,56,1.2283,0,1
1948,Asia,Armenia,ARMCP,59,1.2676,0,1
1949,Asia,Armenia,ARMCP,61,1.3069,0,1
1950,Asia,Armenia,ARMCP,NA,1.353,0,1
1951,Asia,Armenia,ARMCP,NA,1.382,0,1
1952,Asia,Armenia,ARMCP,NA,1.418,0,1
1953,Asia,Armenia,ARMCP,NA,1.461,0,1
1954,Asia,Armenia,ARMCP,NA,1.51,0,1
1955,Asia,Armenia,ARMCP,NA,1.563,0,1
1956,Asia,Armenia,ARMCP,69,1.621,0,1
1957,Asia,Armenia,ARMCP,72,1.681,0,1
1958,Asia,Armenia,ARMCP,75,1.743,0,1
1959,Asia,Armenia,ARMCP,79,1.808,0,1
1960,Asia,Armenia,ARMCP,82,1.874,0,1
1961,Asia,Armenia,ARMCP,85,1.941,0,1
1962,Asia,Armenia,ARMCP,90,2.009,0,1
1963,Asia,Armenia,ARMCP,94,2.078,0,1
1964,Asia,Armenia,ARMCP,99,2.145,0,1
1965,Asia,Armenia,ARMCP,104,2.211,0,1
1966,Asia,Armenia,ARMCP,109,2.276,0,1
1967,Asia,Armenia,ARMCP,114,2.339,0,1
1968,Asia,Armenia,ARMCP,118,2.401,0,1
1969,Asia,Armenia,ARMCP,122,2.463,0,1
1970,Asia,Armenia,ARMCP,126,2.525,0,1
1971,Asia,Armenia,ARMCP,130,2.588,0,1
1972,Asia,Armenia,ARMCP,133,2.65,0,1
1973,Asia,Armenia,ARMCP,136,2.713,0,1
1974,Asia,Armenia,ARMCP,138,2.774,0,1
1975,Asia,Armenia,ARMCP,141,2.833,0,1
1976,Asia,Armenia,ARMCP,144,2.89,0,1
1977,Asia,Armenia,ARMCP,147,2.944,0,1
1978,Asia,Armenia,ARMCP,NA,2.997,0,1
1979,Asia,Armenia,ARMCP,NA,3.049,0,1
1980,Asia,Armenia,ARMCP,NA,3.1,0,1
1981,Asia,Armenia,ARMCP,NA,3.148,0,1
1982,Asia,Armenia,ARMCP,NA,3.194,0,1
1983,Asia,Armenia,ARMCP,NA,3.239,0,1
1984,Asia,Armenia,ARMCP,NA,3.286,0,1
1985,Asia,Armenia,ARMCP,NA,3.336,0,1
1986,Asia,Armenia,ARMCP,170,3.392,0,1
1987,Asia,Armenia,ARMCP,NA,3.452,0,1
1988,Asia,Armenia,ARMCP,NA,3.505,0,1
1989,Asia,Armenia,ARMCP,NA,3.536,0,1
1945,Asia,Tadzikistan,CPT,NA,1.2683,1,1
1946,Asia,Tadzikistan,CPT,NA,1.321,1,1
1947,Asia,Tadzikistan,CPT,27,1.3737,1,1
1948,Asia,Tadzikistan,CPT,NA,1.4264,1,1
1949,Asia,Tadzikistan,CPT,NA,1.4791,1,1
1950,Asia,Tadzikistan,CPT,NA,1.531,1,1
1951,Asia,Tadzikistan,CPT,NA,1.585,1,1
1952,Asia,Tadzikistan,CPT,NA,1.638,1,1
1953,Asia,Tadzikistan,CPT,NA,1.69,1,1
1954,Asia,Tadzikistan,CPT,NA,1.742,1,1
1955,Asia,Tadzikistan,CPT,NA,1.794,1,1
1956,Asia,Tadzikistan,CPT,35,1.847,1,1
1957,Asia,Tadzikistan,CPT,39,1.902,1,1
1958,Asia,Tadzikistan,CPT,42,1.959,1,1
1959,Asia,Tadzikistan,CPT,45,2.021,1,1
1960,Asia,Tadzikistan,CPT,49,2.087,1,1
1961,Asia,Tadzikistan,CPT,52,2.159,1,1
1962,Asia,Tadzikistan,CPT,56,2.237,1,1
1963,Asia,Tadzikistan,CPT,60,2.318,1,1
1964,Asia,Tadzikistan,CPT,64,2.402,1,1
1965,Asia,Tadzikistan,CPT,68,2.488,1,1
1966,Asia,Tadzikistan,CPT,72,2.574,1,1
1967,Asia,Tadzikistan,CPT,76,2.662,1,1
1968,Asia,Tadzikistan,CPT,78,2.751,1,1
1969,Asia,Tadzikistan,CPT,81,2.84,1,1
1970,Asia,Tadzikistan,CPT,83,2.93,1,1
1971,Asia,Tadzikistan,CPT,86,3.02,1,1
1972,Asia,Tadzikistan,CPT,88,3.111,1,1
1973,Asia,Tadzikistan,CPT,90,3.203,1,1
1974,Asia,Tadzikistan,CPT,92,3.296,1,1
1975,Asia,Tadzikistan,CPT,95,3.391,1,1
1976,Asia,Tadzikistan,CPT,97,3.488,1,1
1977,Asia,Tadzikistan,CPT,99,3.586,1,1
1978,Asia,Tadzikistan,CPT,101,3.688,1,1
1979,Asia,Tadzikistan,CPT,104,3.794,1,1
1980,Asia,Tadzikistan,CPT,106,3.905,1,1
1981,Asia,Tadzikistan,CPT,109,4.021,1,1
1982,Asia,Tadzikistan,CPT,111,4.14,1,1
1983,Asia,Tadzikistan,CPT,113,4.265,1,1
1984,Asia,Tadzikistan,CPT,120,4.398,1,1
1985,Asia,Tadzikistan,CPT,126,4.538,1,1
1986,Asia,Tadzikistan,CPT,132,4.687,1,1
1987,Asia,Tadzikistan,CPT,138,4.844,1,1
1988,Asia,Tadzikistan,CPT,139,5.001,1,1
1989,Asia,Tadzikistan,CPT,143,5.15,1,1
1945,Asia,Kirgzhistan,CPK,NA,1.5918,0,1
1946,Asia,Kirgzhistan,CPK,NA,1.6211,0,1
1947,Asia,Kirgzhistan,CPK,40,1.6504,0,1
1948,Asia,Kirgzhistan,CPK,NA,1.6797,0,1
1949,Asia,Kirgzhistan,CPK,NA,1.709,0,1
1950,Asia,Kirgzhistan,CPK,NA,1.74,0,1
1951,Asia,Kirgzhistan,CPK,NA,1.766,0,1
1952,Asia,Kirgzhistan,CPK,NA,1.795,0,1
1953,Asia,Kirgzhistan,CPK,46,1.828,0,1
1954,Asia,Kirgzhistan,CPK,48,1.864,0,1
1955,Asia,Kirgzhistan,CPK,49,1.904,0,1
1956,Asia,Kirgzhistan,CPK,51,1.947,0,1
1957,Asia,Kirgzhistan,CPK,53,1.995,0,1
1958,Asia,Kirgzhistan,CPK,56,2.047,0,1
1959,Asia,Kirgzhistan,CPK,59,2.105,0,1
1960,Asia,Kirgzhistan,CPK,63,2.17,0,1
1961,Asia,Kirgzhistan,CPK,66,2.242,0,1
1962,Asia,Kirgzhistan,CPK,71,2.319,0,1
1963,Asia,Kirgzhistan,CPK,75,2.401,0,1
1964,Asia,Kirgzhistan,CPK,80,2.485,0,1
1965,Asia,Kirgzhistan,CPK,85,2.569,0,1
1966,Asia,Kirgzhistan,CPK,90,2.653,0,1
1967,Asia,Kirgzhistan,CPK,95,2.736,0,1
1968,Asia,Kirgzhistan,CPK,97,2.817,0,1
1969,Asia,Kirgzhistan,CPK,100,2.895,0,1
1970,Asia,Kirgzhistan,CPK,102,2.97,0,1
1971,Asia,Kirgzhistan,CPK,105,3.04,0,1
1972,Asia,Kirgzhistan,CPK,106,3.105,0,1
1973,Asia,Kirgzhistan,CPK,107,3.168,0,1
1974,Asia,Kirgzhistan,CPK,108,3.23,0,1
1975,Asia,Kirgzhistan,CPK,110,3.291,0,1
1976,Asia,Kirgzhistan,CPK,111,3.353,0,1
1977,Asia,Kirgzhistan,CPK,112,3.414,0,1
1978,Asia,Kirgzhistan,CPK,114,3.477,0,1
1979,Asia,Kirgzhistan,CPK,116,3.542,0,1
1980,Asia,Kirgzhistan,CPK,119,3.611,0,1
1981,Asia,Kirgzhistan,CPK,121,3.682,0,1
1982,Asia,Kirgzhistan,CPK,126,3.757,0,1
1983,Asia,Kirgzhistan,CPK,130,3.834,0,1
1984,Asia,Kirgzhistan,CPK,133,3.913,0,1
1985,Asia,Kirgzhistan,CPK,137,3.993,0,1
1986,Asia,Kirgzhistan,CPK,144,4.075,0,1
1987,Asia,Kirgzhistan,CPK,148,4.158,0,1
1988,Asia,Kirgzhistan,CPK,149,4.239,0,1
1989,Asia,Kirgzhistan,CPK,151,4.312,0,1
1945,Asia,Azerbajan,AZERCP,NA,2.534,0,1
1946,Asia,Azerbajan,AZERCP,NA,2.6106,0,1
1947,Asia,Azerbajan,AZERCP,105,2.6872,0,1
1948,Asia,Azerbajan,AZERCP,NA,2.7638,0,1
1949,Asia,Azerbajan,AZERCP,NA,2.8404,0,1
1950,Asia,Azerbajan,AZERCP,NA,2.928,0,1
1951,Asia,Azerbajan,AZERCP,NA,2.987,0,1
1952,Asia,Azerbajan,AZERCP,NA,3.06,0,1
1953,Asia,Azerbajan,AZERCP,112,3.143,0,1
1954,Asia,Azerbajan,AZERCP,115,3.233,0,1
1955,Asia,Azerbajan,AZERCP,119,3.329,0,1
1956,Asia,Azerbajan,AZERCP,122,3.431,0,1
1957,Asia,Azerbajan,AZERCP,126,3.537,0,1
1958,Asia,Azerbajan,AZERCP,133,3.649,0,1
1959,Asia,Azerbajan,AZERCP,139,3.768,0,1
1960,Asia,Azerbajan,AZERCP,146,3.895,0,1
1961,Asia,Azerbajan,AZERCP,153,4.03,0,1
1962,Asia,Azerbajan,AZERCP,164,4.171,0,1
1963,Asia,Azerbajan,AZERCP,175,4.315,0,1
1964,Asia,Azerbajan,AZERCP,187,4.457,0,1
1965,Asia,Azerbajan,AZERCP,198,4.593,0,1
1966,Asia,Azerbajan,AZERCP,208,4.721,0,1
1967,Asia,Azerbajan,AZERCP,222,4.844,0,1
1968,Asia,Azerbajan,AZERCP,231,4.96,0,1
1969,Asia,Azerbajan,AZERCP,240,5.072,0,1
1970,Asia,Azerbajan,AZERCP,249,5.18,0,1
1971,Asia,Azerbajan,AZERCP,258,5.284,0,1
1972,Asia,Azerbajan,AZERCP,264,5.385,0,1
1973,Asia,Azerbajan,AZERCP,271,5.483,0,1
1974,Asia,Azerbajan,AZERCP,277,5.579,0,1
1975,Asia,Azerbajan,AZERCP,283,5.674,0,1
1976,Asia,Azerbajan,AZERCP,290,5.769,0,1
1977,Asia,Azerbajan,AZERCP,296,5.863,0,1
1978,Asia,Azerbajan,AZERCP,NA,5.958,0,1
1979,Asia,Azerbajan,AZERCP,NA,6.054,0,1
1980,Asia,Azerbajan,AZERCP,NA,6.151,0,1
1981,Asia,Azerbajan,AZERCP,NA,6.249,0,1
1982,Asia,Azerbajan,AZERCP,NA,6.35,0,1
1983,Asia,Azerbajan,AZERCP,NA,6.452,0,1
1984,Asia,Azerbajan,AZERCP,NA,6.558,0,1
1985,Asia,Azerbajan,AZERCP,NA,6.666,0,1
1986,Asia,Azerbajan,AZERCP,NA,6.779,0,1
1987,Asia,Azerbajan,AZERCP,NA,6.893,0,1
1988,Asia,Azerbajan,AZERCP,NA,7.01,0,1
1989,Asia,Azerbajan,AZERCP,NA,7.127,0,1
1945,Asia,Georgia,GEORCP,NA,3.348,0,1
1946,Asia,Georgia,GEORCP,NA,3.383,0,1
1947,Asia,Georgia,GEORCP,152,3.418,0,1
1948,Asia,Georgia,GEORCP,NA,3.453,0,1
1949,Asia,Georgia,GEORCP,NA,3.488,0,1
1950,Asia,Georgia,GEORCP,NA,3.527,0,1
1951,Asia,Georgia,GEORCP,NA,3.556,0,1
1952,Asia,Georgia,GEORCP,NA,3.589,0,1
1953,Asia,Georgia,GEORCP,173,3.626,0,1
1954,Asia,Georgia,GEORCP,177,3.667,0,1
1955,Asia,Georgia,GEORCP,182,3.713,0,1
1956,Asia,Georgia,GEORCP,186,3.764,0,1
1957,Asia,Georgia,GEORCP,191,3.819,0,1
1958,Asia,Georgia,GEORCP,197,3.878,0,1
1959,Asia,Georgia,GEORCP,204,3.941,0,1
1960,Asia,Georgia,GEORCP,210,4.008,0,1
1961,Asia,Georgia,GEORCP,217,4.077,0,1
1962,Asia,Georgia,GEORCP,225,4.149,0,1
1963,Asia,Georgia,GEORCP,232,4.222,0,1
1964,Asia,Georgia,GEORCP,240,4.297,0,1
1965,Asia,Georgia,GEORCP,248,4.371,0,1
1966,Asia,Georgia,GEORCP,257,4.447,0,1
1967,Asia,Georgia,GEORCP,266,4.522,0,1
1968,Asia,Georgia,GEORCP,273,4.593,0,1
1969,Asia,Georgia,GEORCP,281,4.658,0,1
1970,Asia,Georgia,GEORCP,288,4.713,0,1
1971,Asia,Georgia,GEORCP,296,4.758,0,1
1972,Asia,Georgia,GEORCP,301,4.793,0,1
1973,Asia,Georgia,GEORCP,306,4.822,0,1
1974,Asia,Georgia,GEORCP,310,4.848,0,1
1975,Asia,Georgia,GEORCP,315,4.874,0,1
1976,Asia,Georgia,GEORCP,320,4.9,0,1
1977,Asia,Georgia,GEORCP,325,4.927,0,1
1978,Asia,Georgia,GEORCP,335,4.955,0,1
1979,Asia,Georgia,GEORCP,345,4.986,0,1
1980,Asia,Georgia,GEORCP,355,5.018,0,1
1981,Asia,Georgia,GEORCP,365,5.051,0,1
1982,Asia,Georgia,GEORCP,375,5.085,0,1
1983,Asia,Georgia,GEORCP,NA,5.122,0,1
1984,Asia,Georgia,GEORCP,NA,5.164,0,1
1985,Asia,Georgia,GEORCP,NA,5.211,0,1
1986,Asia,Georgia,GEORCP,NA,5.267,0,1
1987,Asia,Georgia,GEORCP,NA,5.327,0,1
1988,Asia,Georgia,GEORCP,NA,5.381,0,1
1989,Asia,Georgia,GEORCP,NA,5.412,0,1
2001,Europe,Russia,UNITRUS,NA,145.976,2,0
2002,Europe,Russia,UNITRUS,300,145.306,2,0
2003,Europe,Russia,UNITRUS,600,144.649,2,0
2004,Europe,Russia,UNITRUS,900,144.067,2,0
2005,Europe,Russia,UNITRUS,1200,143.519,2,0
2006,Europe,Russia,UNITRUS,1500,143.05,2,0
2007,Europe,Russia,UNITRUS,1800,142.805,2,0
2008,Europe,Russia,UNITRUS,2000,142.742,2,0
2009,Europe,Russia,UNITRUS,2030,142.785,2,0
2010,Europe,Russia,UNITRUS,2074,142.849,2,0
2011,Europe,Russia,UNITRUS,NA,142.961,2,0
2012,Europe,Russia,UNITRUS,NA,143.202,2,0
2013,Europe,Russia,UNITRUS,NA,143.507,2,0
2014,Europe,Russia,UNITRUS,NA,143.82,2,0
2015,Europe,Russia,UNITRUS,2114,144.097,2,0
2016,Europe,Russia,UNITRUS,NA,144.342,2,0
2017,Europe,Russia,UNITRUS,NA,144.497,2,0
2018,Europe,Russia,UNITRUS,NA,144.478,2,0
2019,Europe,Russia,UNITRUS,NA,144.373,2,0
2020,Europe,Russia,UNITRUS,NA,145.934,2,0
